file,source_type,class_label,denomination,year,confidence,notes
training/145076fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1842,medium,
training/145077fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1849,medium,
training/145078fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1852,medium,
training/145083fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1836,high,"Confirmed via dealer listing (SKU 145083): ""1836 gobrecht s1 j 60 original   coin alignment pr65""."
training/145084fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1843,medium,
training/145085fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1848,medium,
training/145122fs.jpg,fs_auction_photo,Capped Bust uncertain (half/dime),uncertain (half/dime),1837,low,Photographed inside a certification slab.
training/145123fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1857,medium,
training/145127fs.jpg,fs_auction_photo,Standing Liberty Quarter,Quarter,1918,low,Date partially legible.
training/145131fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1851,medium,
training/145132fs.jpg,fs_auction_photo,Morgan Dollar,Dollar,1889,high,"Confirmed via dealer listing (SKU 145132): ""1889 cc morgan s1 ms64 plus"", mint mark CC."
training/145139fs.jpg,fs_auction_photo,Liberty Head Gold (Coronet) $2.50 Quarter Eagle,$2.50 Quarter Eagle,1841,medium,"1841 quarter eagles are a famous major rarity (""Little Princess"") if genuine business-strike/proof - likely a museum reference photo, not a coin in hand."
training/145188fs.jpg,fs_auction_photo,Continental Dollar (pewter/brass),Dollar (pewter/brass),1776,high,"Confirmed via dealer listing (SKU 145188): ""1776 continental currency 1 curency pewter ms62""."
training/145207fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
training/145208fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1863,high,
training/145211fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1855,medium,
training/145232fs.jpg,fs_auction_photo,Liberty Head Gold (Coronet) $20 Double Eagle,$20 Double Eagle,1861,high,"Confirmed via dealer listing (SKU 145232): ""1861 s liberty head 20 paquet au53"", mint mark S."
training/145244fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,,low,Photographed inside an NGC slab; date not legible in this crop.
training/145255fs.jpg,fs_auction_photo,Mercury (Winged Liberty Head) Dime,Dime,1942,low,Date partially legible.
training/145256fs.jpg,fs_auction_photo,Draped Bust Quarter,Quarter,1806,high,"Confirmed via dealer listing (SKU 145256): ""1806 draped bust 25c heraldic eagle ms64""."
training/145261fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1812,high,
training/145262fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1798,high,
training/145269fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1799,low,Date partially legible.
training/145282fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1797,high,"Confirmed via dealer listing (SKU 145282): ""1797 draped bust 1 9x7 large letters au58""."
training/145287fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1834,low,Date partially legible.
training/145313fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1918,low,Date partially legible.
training/145316fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/145328fs.jpg,fs_auction_photo,Washington Quarter,Quarter,,low,Silver-era toning suggests 1930s; exact date not legible.
training/145336fs.jpg,fs_auction_photo,Panama-Pacific Commemorative Gold (round) $50 Gold,$50 Gold,1915,high,"Confirmed via dealer listing (SKU 145336): ""1915 s gold 50 pan pac round ms65"", mint mark S."
training/145349fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/145351fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1865,medium,
training/145441fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1921,high,Key date for this series.
training/145504fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1814,low,Date partially legible.
training/145508fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
training/145509fs.jpg,fs_auction_photo,Morgan Dollar,Dollar,1879,high,"Confirmed via dealer listing (SKU 145509): ""1879 cc morgan s1 capped die ms65"", mint mark CC."
training/145511fs.jpg,fs_auction_photo,Flowing Hair fractional gold token,fractional gold token,1879,high,"Confirmed via dealer listing (SKU 145511): ""1879 4 stella flowing hair pr67 plus""."
training/145532fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,"Date not legible, worn."
training/145554fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1913,medium,
training/145563fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,low,Date partially legible.
training/145565fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/145568fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dollar (likely),Dollar (likely),1865,low,Dark-field proof-like photo.
training/145570fs.jpg,fs_auction_photo,Flowing Hair fractional gold token,fractional gold token,1879,high,"Confirmed via dealer listing (SKU 145570): ""1879 4 stella flowing hair pr65""."
training/145571fs.jpg,fs_auction_photo,Capped Bust Dime,Dime,1820,high,"Confirmed via dealer listing (SKU 145571): ""1820 capped bust 10c small 0 ms67""."
training/145572fs.jpg,fs_auction_photo,Flowing Hair Half Dollar,Half Dollar,1795,high,"Confirmed via dealer listing (SKU 145572): ""1795 flowing hair 50c ms63""."
training/145576fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1851,low,Date partially legible.
training/145578fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1806,low,Date partially legible.
training/145579fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),,low,"Worn, date not legible."
training/145586fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1861,medium,
training/145590fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1903,medium,
training/145593fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1936,low,Date partially legible.
training/145594fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1872,medium,
training/145596fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1841,low,Photographed inside an NGC slab; date partially legible.
training/145600fs.jpg,fs_auction_photo,Seated Liberty (Arrows and Rays) Quarter,Quarter,1853,medium,
training/145601fs.jpg,fs_auction_photo,Standing Liberty Quarter,Quarter,1923,high,
training/145604fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1848,medium,
training/145606fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1936,high,
coin_crops/IMG_1213_q01_nc.jpg,user_collection_crop,"50 State Quarters - North Carolina (""NORTH CAROLINA 1789"", First Flight / Wright Flyer)",Circulating Quarter,2001,high,
coin_crops/IMG_1213_q02_wxc.jpg,user_collection_crop,"""Washington Crossing the Delaware"" quarter (George Washington crossing the Delaware River, boat scene)",Circulating Quarter,2021,high,
coin_crops/IMG_1213_q03_unk.jpg,user_collection_crop,"American Women Quarters (?) - robed/dancing figure with radiating ray lines and a diamond-shaped geometric element; closest match appears to be the 2023 ""Maria Tallchief"" (prima ballerina) design, but this is not fully certain from photo angle/wear alone",Circulating Quarter,,low,This is a 6th quarter that wasn't part of the original 5 identified in earlier passes. Recommend comparing side-by-side with a reference photo of the 2023 Maria Tallchief American Women Quarter to confirm.
coin_crops/IMG_1213_q04_angelou.jpg,user_collection_crop,"American Women Quarters - Maya Angelou (figure with wings/arms raised, rising sun rays)",Circulating Quarter,2022,high,
coin_crops/IMG_1213_q05_co.jpg,user_collection_crop,"50 State Quarters - Colorado (""COLORADO 1876"", Rocky Mountains design)",Circulating Quarter,2006,high,
coin_crops/IMG_1213_q06_wv.jpg,user_collection_crop,"50 State Quarters - West Virginia (""WEST VIRGINIA 1863"", New River Gorge Bridge)",Circulating Quarter,2005,high,
coin_crops/IMG_1213_d01.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d02.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d03.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d04.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d05.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d06.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d07.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,1973,low,"Partial ""1973"" visible at the bottom edge of this crop - not fully confident, verify in hand."
coin_crops/IMG_1213_d08.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d09.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d10.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d11.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1213_d12.jpg,user_collection_crop,"Roosevelt Dime, clad",Circulating Dime,,low,Edge check: a visible copper-colored line means clad (common); a solid silver-gray edge with no copper line means 90% silver (1964 or earlier) - worth pulling aside.
coin_crops/IMG_1203_n01.jpg,user_collection_crop,"Jefferson Nickel, heavily worn (date not legible)",Circulating Nickel,,medium,
coin_crops/IMG_1209_grid_c1r1.jpg,user_collection_crop,Lincoln wheat cent (pre-1959),Circulating Cent,,medium,"Wheat-ears reverse confirms this is a pre-1959 Lincoln cent. Obverse date not legible in this rotation - flip and check against key dates (1909-S VDB, 1909-S, 1914-D, 1922 plain, 1931-S, 1955 DDO) before assuming it's common."
coin_crops/IMG_1209_grid_c1r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Worn/rotated, date not legible from photo."
coin_crops/IMG_1209_grid_c1r3.jpg,user_collection_crop,Lincoln wheat cent (pre-1959),Circulating Cent,,medium,"Wheat-ears reverse, dark/corroded - pre-1959 cent, date not legible. Check against key dates before assuming common."
coin_crops/IMG_1209_grid_c1r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Worn/rotated, date not legible from photo."
coin_crops/IMG_1209_grid_c1r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1968,high,
coin_crops/IMG_1209_grid_c2r1.jpg,user_collection_crop,Lincoln wheat cent (pre-1959),Circulating Cent,,medium,"Wheat-ears reverse, dark/corroded - pre-1959 cent, date not legible. Check against key dates before assuming common."
coin_crops/IMG_1209_grid_c2r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1975,low,"Partially legible, verify in hand."
coin_crops/IMG_1209_grid_c2r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,low,"Partially legible, verify in hand."
coin_crops/IMG_1209_grid_c2r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Worn, glare obscures the date."
coin_crops/IMG_1209_grid_c2r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1988,high,
coin_crops/IMG_1209_grid_c3r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_c3r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1971,medium,
coin_crops/IMG_1209_grid_c3r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1984,high,
coin_crops/IMG_1209_grid_c3r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,high,
coin_crops/IMG_1209_grid_c3r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1962,medium,Partially obscured by neighboring coin in this crop.
coin_crops/IMG_1209_grid_c4r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1972,high,
coin_crops/IMG_1209_grid_c4r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,high,
coin_crops/IMG_1209_grid_c4r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1961,medium,
coin_crops/IMG_1209_grid_c4r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1976,high,
coin_crops/IMG_1209_grid_c4r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1980,high,
coin_crops/IMG_1209_grid_c5r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1970,medium,
coin_crops/IMG_1209_grid_c5r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1969,high,
coin_crops/IMG_1209_grid_c5r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1972,medium,
coin_crops/IMG_1209_grid_c5r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1966,high,
coin_crops/IMG_1209_grid_c5r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Worn, date not legible."
coin_crops/IMG_1209_grid_c6r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,high,
coin_crops/IMG_1209_grid_c6r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,high,
coin_crops/IMG_1209_grid_c6r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Worn, date not legible."
coin_crops/IMG_1209_grid_c6r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1989,high,
coin_crops/IMG_1209_grid_c6r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Worn/obscured by neighboring coin.
coin_crops/IMG_1209_grid_c7r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1973,medium,
coin_crops/IMG_1209_grid_c7r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1965,medium,
coin_crops/IMG_1209_grid_c7r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_c7r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1969,medium,
coin_crops/IMG_1209_grid_c7r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1976,high,
coin_crops/IMG_1209_grid_c8r1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_c8r2.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_c8r3.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_c8r4.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Underexposed/dark, date not legible."
coin_crops/IMG_1209_grid_c8r5.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1209_grid_extra1.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1980,low,This crop's dominant coin looks like the SAME 1980 cent captured in grid_c4r5 (the two boxes are adjacent/overlapping) - likely not a distinct 42nd physical coin. Treat as a duplicate view unless a physical recount says otherwise.
coin_crops/IMG_1208_p01.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,medium,
coin_crops/IMG_1208_p02.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Digits ambiguous - looks like the 1970s (possibly 1971 or 1977), not confident enough to record a specific year."
coin_crops/IMG_1208_p03.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1971,medium,
coin_crops/IMG_1208_p04.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1976,medium,
coin_crops/IMG_1208_p05.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,high,
coin_crops/IMG_1208_p06.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark and worn, date not legible."
coin_crops/IMG_1208_p07.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Date not legible in this crop.
coin_crops/IMG_1208_p08.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1982,medium,
coin_crops/IMG_1208_p09.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,medium,
coin_crops/IMG_1208_p10.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Digits are ambiguous between a 1970s date and ""1944"" - if it's actually 1944 this would be a wheat cent (check the reverse for wheat ears). Worth a physical look rather than assuming either reading."
coin_crops/IMG_1208_p11.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark, date not legible."
coin_crops/IMG_1208_p12.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Only a sliver of this coin is visible in-frame; date not legible.
coin_crops/IMG_1208_p13.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,medium,
coin_crops/IMG_1208_p14.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Date digits not clearly legible.
coin_crops/IMG_1208_p15.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,low,"Partially legible, verify in hand."
coin_crops/IMG_1208_p16.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Overlapping neighbor coin makes the date ambiguous.
coin_crops/IMG_1208_p17.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1974,medium,
coin_crops/IMG_1208_p18.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,Date obscured by an overlapping neighbor coin.
coin_crops/IMG_1208_p19.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1976,medium,
coin_crops/IMG_1208_p20.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,,low,"Dark, date not legible."
coin_crops/IMG_1233_b01.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,2023,high,
coin_crops/IMG_1233_b02.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,,medium,"Union Shield reverse is clear (2010-present), but the obverse/date isn't shown in this crop."
coin_crops/IMG_1233_b03.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,2021,high,
coin_crops/IMG_1233_b04.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,2021,high,
coin_crops/IMG_1233_b05.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,,medium,"Union Shield reverse is clear (2010-present), but the obverse/date isn't shown in this crop."
coin_crops/IMG_1233_b06.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,2021,high,
coin_crops/IMG_1233_b07.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,2011,high,
coin_crops/IMG_1233_b08.jpg,user_collection_crop,"Lincoln cent, Memorial reverse (1959-2008)",Circulating Cent,,medium,"Lincoln Memorial reverse is clear (1959-2008), but the obverse/date isn't shown in this crop."
coin_crops/IMG_1233_b09.jpg,user_collection_crop,"Lincoln cent, Memorial reverse (1959-2008)",Circulating Cent,1976,high,
coin_crops/IMG_1233_b10.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,,medium,"Union Shield reverse is clear (2010-present), but the obverse/date isn't shown in this crop."
coin_crops/IMG_1233_b11_gold.jpg,user_collection_crop,Union Shield cent (2010-present) with unusual overall brass/gold coloring instead of normal copper-red,Circulating Cent,,medium,"If you want to be sure, a genuine mint error (like a wrong-planchet or unplated cent) would be worth checking with a coin dealer, but the most common explanation for an evenly gold-toned modern cent is environmental exposure - which does not add value."
coin_crops/IMG_1237_s1_c2015.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2015,medium,Bottom edge of the date is slightly cropped in this photo.
coin_crops/IMG_1237_s1_c2004.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,2004,high,
coin_crops/IMG_1237_s1_nickel.jpg,user_collection_crop,"Jefferson Nickel, ""Return to Monticello"" design (script Liberty)",Circulating Nickel,,low,Toning makes the last 1-2 digits ambiguous; re-check in hand under better light.
coin_crops/IMG_1238_s2_c2013.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2013,medium,
coin_crops/IMG_1238_s2_c2016.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2016,high,
coin_crops/IMG_1238_s2_shield.jpg,user_collection_crop,"Lincoln cent, Union Shield reverse (2010-present)",Circulating Cent,,medium,"Reverse confirms 2010-present, but obverse/date not shown in this crop."
coin_crops/IMG_1239_s3_c2015.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2015,high,
coin_crops/IMG_1239_s3_c2020.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2020,high,
coin_crops/IMG_1239_s3_c2023.jpg,user_collection_crop,Lincoln Union Shield cent,Circulating Cent,2023,high,
coin_crops/IMG_1239_s3_c1986.jpg,user_collection_crop,Lincoln Memorial cent,Circulating Cent,1986,high,
coin_crops/IMG_1239_s3_nickel.jpg,user_collection_crop,Roosevelt Dime,Circulating Dime,,low,Date not visible in this crop - re-photograph to confirm year.
coin_crops/IMG_1240_s4_nickel2022.jpg,user_collection_crop,"Jefferson Nickel, ""Return to Monticello"" design (script Liberty)",Circulating Nickel,2022,high,
coin_crops/IMG_1240_s4_nickel2009.jpg,user_collection_crop,"Jefferson Nickel, ""Return to Monticello"" design (script Liberty)",Circulating Nickel,2009,high,
coin_crops/IMG_1240_s4_gold.jpg,user_collection_crop,Lincoln cent with unusual overall brass/gold coloring instead of normal copper-red,Circulating Cent,,low,"Second unusual brass/gold-toned cent in this batch - same likely explanation as the other one (environmental discoloration), but worth comparing the two side by side."
